name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,resolution_override,resolution_other,mesh_file_index,mesh_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,ss_reg_flag,ds_reg_flag,ts_reg_flag,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
cfma_garlock_complete_trace_part7_s                                ,241.9770,35.2840,242.1870,35.3980,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2442032.3724,-4588350.5410,3678025.1041,-2421779.5046,-4590788.4664,3688359.6286,22900.2766,56.4140,242.0820,35.3410,242.0819,35.3410,-2431909.8185,-4589576.8902,3683198.3472,-2431909.8185,-4589576.8902,7.5000,242.0819,35.3410,36,33,-0.8131,0.0000,-2.7739,3.1427,0.0000,3.8349
cfma_garlock_complete_trace_part8_s                                ,242.1870,35.3980,242.3090,35.4410,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2421779.5046,-4590788.4664,3688359.6286,-2410711.8329,-4593482.4154,3692253.9484,12063.4606,66.6692,242.2480,35.4195,242.2480,35.4195,-2416246.7393,-4592137.4895,3690308.4469,-2416246.7393,-4592137.4895,7.5000,242.2480,35.4195,36,33,-0.9684,0.0000,0.1407,3.2948,0.0000,2.5575
cfma_garlock_complete_trace_part9_s                                ,242.3090,35.4410,242.4480,35.4860,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2410711.8329,-4593482.4154,3692253.9484,-2398218.8323,-4596744.8622,3696327.1724,13569.0090,68.3705,242.3785,35.4635,242.3785,35.4635,-2404466.6806,-4595116.2319,3694292.6601,-2404466.6806,-4595116.2319,7.5000,242.3785,35.4635,36,33,-0.9352,0.0000,2.1874,3.2842,0.0000,2.9342
cfma_glen_ivy_complete_trace_part1_s                               ,242.4100,33.8310,242.4520,33.8150,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2449707.6279,-4687851.1051,3545043.8666,-2446728.3498,-4690523.1167,3543566.6687,4274.0623,114.5219,242.4310,33.8230,242.4310,33.8230,-2448218.1266,-4689187.3728,3544305.4677,-2448218.1266,-4689187.3728,7.5000,242.4310,33.8230,20,28,-6.2102,0.0000,0.4724,2.8855,0.0000,2.9658
cfma_glen_ivy_complete_trace_part2_s                               ,242.4520,33.8150,242.4990,33.7820,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2446728.3498,-4690523.1167,3543566.6687,-2443821.8999,-4694338.1492,3540519.0755,5686.8743,130.0510,242.4755,33.7985,242.4755,33.7985,-2445275.3691,-4692431.0974,3542043.2277,-2445275.3691,-4692431.0974,7.5000,242.4755,33.7985,20,19,-2.3282,0.0000,1.6149,0.7429,0.0000,0.8803
cfma_glen_ivy_complete_trace_part3_s                               ,242.4990,33.7820,242.5610,33.7340,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2443821.8999,-4694338.1492,3540519.0755,-2440106.6414,-4699610.6395,3536084.1163,7831.9702,132.8097,242.5300,33.7580,242.5300,33.7580,-2441964.7334,-4696975.2764,3538302.2702,-2441964.7334,-4696975.2764,7.5000,242.5300,33.7580,20,19,-2.2486,0.0000,1.7293,0.7408,0.0000,0.8516
cfma_goldstone_lake_extruded_90_trace_part1_s                      ,243.0320,35.4890,243.0750,35.4550,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2351153.9491,-4620777.5392,3696598.6396,-2348678.3361,-4624495.7640,3693521.4178,5427.8222,134.0138,243.0535,35.4720,243.0535,35.4720,-2349916.3565,-4622637.0682,3695060.3668,-2349916.3565,-4622637.0682,5.0000,243.0535,35.4720,32,34,-10.3586,0.0000,-4.4409,1.4838,0.0000,1.1423
cfma_goldstone_lake_extruded_90_trace_part2_s                      ,243.0750,35.4550,243.1180,35.3970,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2348678.3361,-4624495.7640,3693521.4178,-2346896.3968,-4629589.6433,3688269.0383,7527.1414,148.7370,243.0965,35.4260,243.0965,35.4260,-2347787.7775,-4627043.5067,3690895.8805,-2347787.7775,-4627043.5067,5.0000,243.0965,35.4260,32,34,-11.1216,0.0000,-1.4315,1.5001,0.0000,1.0499
cfma_goldstone_lake_extruded_90_trace_part3_s                      ,243.2620,35.2260,243.3090,35.1790,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2340195.6453,-4645283.4203,3672761.5970,-2337736.8022,-4649891.7144,3668493.5804,6745.9408,140.6074,243.2855,35.2025,243.2855,35.2025,-2338966.5527,-4647588.2148,3670628.1087,-2338966.5527,-4647588.2148,5.0000,243.2855,35.2025,32,34,-10.8956,0.0000,-1.9013,1.5018,0.0000,0.7710
cfma_goldstone_lake_extruded_90_trace_part4_s                      ,243.1180,35.3970,243.2620,35.2260,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2346896.3968,-4629589.6433,3688269.0383,-2340195.6453,-4645283.4203,3672761.5970,23052.5738,145.3426,243.1900,35.3115,243.1901,35.3115,-2343549.8698,-4637444.0793,3680521.4143,-2343549.8698,-4637444.0793,5.0000,243.1901,35.3115,32,34,-11.0252,0.0000,-1.5340,1.5015,0.0000,0.8952
cfma_helendale_south_lockhart_extruded_90_trace_part3_sa           ,243.0720,34.7650,243.3170,34.6350,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2368893.4413,-4663694.0190,3630792.3960,-2352622.8847,-4681129.5344,3618914.6586,26680.4243,122.6499,243.1945,34.7000,243.1946,34.7001,-2360763.3470,-4672421.9483,3624861.5171,-2360763.3470,-4672421.9483,5.0000,243.1946,34.7001,25,33,-4.4144,0.0000,-1.7735,1.0356,0.0000,0.8517
cfma_helendale_south_lockhart_extruded_90_trace_part3_sba          ,243.3170,34.6350,243.4230,34.5650,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2352622.8847,-4681129.5344,3618914.6586,-2345934.9020,-4689424.6435,3612511.2332,12443.6643,128.5816,243.3700,34.6000,243.3700,34.6000,-2349280.0167,-4685279.3085,3615714.6826,-2349280.0167,-4685279.3085,5.0000,243.3700,34.6000,25,33,-4.5867,0.0000,-1.5396,1.0729,0.0000,0.8930
cfma_helendale_south_lockhart_extruded_90_trace_part3_sbb          ,243.4230,34.5650,243.4890,34.4680,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2345934.9020,-4689424.6435,3612511.2332,-2343258.1008,-4697589.9069,3603629.0043,12349.5874,150.5931,243.4560,34.5165,243.4560,34.5165,-2344597.6066,-4693509.4697,3608071.8373,-2344597.6066,-4693509.4697,5.0000,243.4560,34.5165,25,33,-4.8560,0.0000,0.1502,1.1815,0.0000,0.8269
cfma_helendale_south_lockhart_extruded_90_trace_part4_s            ,242.9190,34.8680,243.0720,34.7650,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2378363.4160,-4651532.6560,3640189.9502,-2368893.4413,-4663694.0190,3630792.3960,18069.7281,129.1806,242.9955,34.8165,242.9955,34.8165,-2373630.8217,-4657617.9897,3635494.8557,-2373630.8217,-4657617.9897,5.0000,242.9955,34.8165,25,33,-4.5731,0.0000,-0.9949,1.0692,0.0000,0.7932
cfma_helendale_south_lockhart_extruded_90_trace_part5_s            ,242.7930,34.9290,242.9190,34.8680,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2386813.6395,-4642841.7411,3645749.9474,-2378363.4160,-4651532.6560,3640189.9502,13357.5984,120.4031,242.8560,34.8985,242.8560,34.8985,-2382589.8384,-4647189.7338,3642971.9600,-2382589.8384,-4647189.7338,5.0000,242.8560,34.8985,25,33,-4.3862,0.0000,-1.4958,1.0324,0.0000,0.8840
cfma_helendale_south_lockhart_extruded_90_trace_part6_s            ,242.6280,35.0080,242.7930,34.9290,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2397860.7179,-4631480.5658,3652944.4573,-2386813.6395,-4642841.7411,3645749.9474,17431.7618,120.1365,242.7105,34.9685,242.7105,34.9685,-2392339.4197,-4637165.4616,3649350.6332,-2392339.4197,-4637165.4616,5.0000,242.7105,34.9685,25,33,-4.3822,0.0000,-1.3331,1.0317,0.0000,0.9600
cfma_helendale_south_lockhart_extruded_90_trace_part7_s            ,242.4880,35.0760,242.6280,35.0080,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2407166.0230,-4621759.2807,3659131.6389,-2397860.7179,-4631480.5658,3652944.4573,14835.1695,120.5252,242.5580,35.0420,242.5580,35.0420,-2402515.0004,-4626623.0364,3656040.5377,-2402515.0004,-4626623.0364,5.0000,242.5580,35.0420,25,33,-4.3928,0.0000,-1.1115,1.0334,0.0000,1.0689
cfma_helendale_south_lockhart_extruded_90_trace_part8_s            ,242.4030,35.1100,242.4880,35.0760,90.0000,0,0,0,0,0,0,0,0,0,10.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2413013.5770,-4616257.9497,3662223.2975,-2407166.0230,-4621759.2807,3659131.6389,8619.8425,115.9264,242.4455,35.0930,242.4455,35.0930,-2410090.3515,-4619009.6643,3660678.3087,-2410090.3515,-4619009.6643,5.0000,242.4455,35.0930,25,33,-4.2982,0.0000,-1.3209,1.0237,0.0000,1.1722
cfma_hosgri_san_simeon_extrapolated_complete_trace_part10_s_2      ,238.8420,35.6040,238.9090,35.5040,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2678638.7143,-4430284.1435,3706997.2360,-2676793.2311,-4438947.1934,3697955.8237,12649.2627,151.2788,238.8755,35.5540,238.8755,35.5540,-2677717.2948,-4434617.8418,3702478.3792,-2677717.2948,-4434617.8418,7.5000,238.8755,35.5540,27,38,-4.6380,0.0000,-0.8703,0.4705,0.0000,0.5718
cfma_hosgri_san_simeon_extrapolated_complete_trace_part11_s_2      ,238.9090,35.5040,238.9360,35.4560,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2676793.2311,-4438947.1934,3697955.8237,-2676298.7397,-4442860.2648,3693611.9429,5862.2245,155.2850,238.9225,35.4800,238.9225,35.4800,-2676546.2692,-4440904.1968,3695784.2802,-2676546.2692,-4440904.1968,7.5000,238.9225,35.4800,27,38,-4.6945,0.0000,-0.7063,0.4756,0.0000,0.5681
cfma_hosgri_san_simeon_extrapolated_complete_trace_part12_s_2      ,238.9360,35.4560,238.9540,35.4230,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2676298.7397,-4442860.2648,3693611.9429,-2675999.5373,-4445522.7223,3690624.0209,4009.5218,155.9395,238.9450,35.4395,238.9450,35.4395,-2676149.2712,-4444191.7125,3692118.1674,-2676149.2712,-4444191.7125,7.5000,238.9450,35.4395,27,38,-4.7025,0.0000,-0.7391,0.4765,0.0000,0.5682
cfma_hosgri_san_simeon_extrapolated_complete_trace_part13_s_2      ,238.9980,35.3560,239.0400,35.2730,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2674805.8871,-4451272.5951,3684553.8688,-2674285.2481,-4457804.5347,3677027.1422,9969.2002,157.4609,239.0190,35.3145,239.0190,35.3145,-2674546.3875,-4454539.9220,3680791.6493,-2674546.3875,-4454539.9220,7.5000,239.0190,35.3145,27,38,-4.7350,0.0000,-0.8839,0.4778,0.0000,0.5714
cfma_hosgri_san_simeon_extrapolated_complete_trace_part14_s_2      ,238.9540,35.4230,238.9980,35.3560,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2675999.5373,-4445522.7223,3690624.0209,-2674805.8871,-4451272.5951,3684553.8688,8440.2199,151.7170,238.9760,35.3895,238.9760,35.3895,-2675403.3003,-4448398.6295,3687589.7651,-2675403.3003,-4448398.6295,7.5000,238.9760,35.3895,27,38,-4.6322,0.0000,-1.1925,0.4716,0.0000,0.5737
cfma_hosgri_san_simeon_extrapolated_complete_trace_part15_s_2      ,239.0400,35.2730,239.0840,35.1940,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2674285.2481,-4457804.5347,3677027.1422,-2673463.4010,-4464202.2780,3669855.9817,9636.4353,155.4280,239.0620,35.2335,239.0620,35.2335,-2673875.0907,-4461004.6760,3673442.6281,-2673875.0907,-4461004.6760,7.5000,239.0620,35.2335,27,38,-4.6968,0.0000,-1.2231,0.4757,0.0000,0.5776
cfma_hosgri_san_simeon_extrapolated_complete_trace_part16_s_2      ,239.0840,35.1940,239.1210,35.1450,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2673463.4010,-4464202.2780,3669855.9817,-2672189.7742,-4468619.7902,3665404.5401,6396.4214,148.1888,239.1025,35.1695,239.1025,35.1695,-2672826.9252,-4466411.5938,3667630.7291,-2672826.9252,-4466411.5938,7.5000,239.1025,35.1695,27,38,-4.4936,0.0000,-1.9450,0.4713,0.0000,0.5852
cfma_hosgri_san_simeon_extrapolated_complete_trace_part17_s_2      ,239.1210,35.1450,239.1340,35.1100,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2672189.7742,-4468619.7902,3665404.5401,-2672324.0229,-4471147.0897,3662223.2975,4059.7657,163.0266,239.1275,35.1275,239.1275,35.1275,-2672257.0344,-4469883.6659,3663814.1078,-2672257.0344,-4469883.6659,7.5000,239.1275,35.1275,27,38,-4.8557,0.0000,-0.8193,0.4829,0.0000,0.5787
cfma_hosgri_san_simeon_extrapolated_complete_trace_part18_s_2      ,239.1340,35.1100,239.1660,35.0490,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2672324.0229,-4471147.0897,3662223.2975,-2671823.3698,-4475984.2541,3656675.5803,7369.9108,156.6632,239.1500,35.0795,239.1500,35.0795,-2672074.1441,-4473566.4168,3659450.0603,-2672074.1441,-4473566.4168,7.5000,239.1500,35.0795,27,38,-4.7306,0.0000,-1.4523,0.4764,0.0000,0.5881
cfma_hosgri_san_simeon_extrapolated_complete_trace_part19_s_2      ,239.1660,35.0490,239.1950,34.9770,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2671823.3698,-4475984.2541,3656675.5803,-2671908.6598,-4481279.2892,3650122.1223,8414.8824,161.6578,239.1805,35.0130,239.1805,35.0130,-2671866.5982,-4478632.7445,3653399.6610,-2671866.5982,-4478632.7445,7.5000,239.1805,35.0130,27,38,-4.8441,0.0000,-1.1728,0.4808,0.0000,0.5906
cfma_hosgri_san_simeon_extrapolated_complete_trace_part1_s_2       ,238.2960,36.1500,238.4390,35.9700,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2702046.7626,-4374303.4488,3756163.4804,-2697283.9571,-4391066.8765,3739992.2998,23767.6500,147.1335,238.3675,36.0600,238.3676,36.0600,-2699670.0652,-4382692.7399,3748084.4906,-2699670.0652,-4382692.7399,7.5000,238.3676,36.0600,27,38,-4.4287,0.0000,0.0669,0.4734,0.0000,0.6080
cfma_hosgri_san_simeon_extrapolated_complete_trace_part20_s_2      ,239.1950,34.9770,239.2050,34.9360,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2671908.6598,-4481279.2892,3650122.1223,-2672463.0505,-4483988.1057,3646387.7157,4639.3284,168.6429,239.2000,34.9565,239.2000,34.9565,-2672186.0323,-4482633.9937,3648255.1650,-2672186.0323,-4482633.9937,7.5000,239.2000,34.9565,27,38,-4.9593,0.0000,-0.6885,0.4893,0.0000,0.5895
cfma_hosgri_san_simeon_extrapolated_complete_trace_part21_s_2      ,239.2050,34.9360,239.2340,34.8950,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2672463.0505,-4483988.1057,3646387.7157,-2671527.2175,-4487581.1146,3642651.4419,5264.1954,149.7655,239.2195,34.9155,239.2195,34.9155,-2671995.3626,-4485784.9910,3644519.8941,-2671995.3626,-4485784.9910,7.5000,239.2195,34.9155,27,38,-4.4563,0.0000,-2.3405,0.4764,0.0000,0.6044
cfma_hosgri_san_simeon_extrapolated_complete_trace_part22_s_2      ,239.2340,34.8950,239.2540,34.8570,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2671527.2175,-4487581.1146,3642651.4419,-2671195.0931,-4490588.7172,3639186.8885,4595.1293,156.5458,239.2440,34.8760,239.2440,34.8760,-2671361.3294,-4489085.2065,3640919.4056,-2671361.3294,-4489085.2065,7.5000,239.2440,34.8760,27,38,-4.7062,0.0000,-1.8841,0.4772,0.0000,0.6081
cfma_hosgri_san_simeon_extrapolated_complete_trace_part23_s_2      ,239.2540,34.8570,239.2670,34.7970,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2671195.0931,-4490588.7172,3639186.8885,-2672122.2170,-4494467.9442,3633713.2823,6761.6478,169.8664,239.2605,34.8270,239.2605,34.8270,-2671659.0313,-4492528.9614,3636450.6065,-2671659.0313,-4492528.9614,7.5000,239.2605,34.8270,27,38,-5.0226,0.0000,-0.8473,0.4896,0.0000,0.6041
cfma_hosgri_san_simeon_extrapolated_complete_trace_part24_s_2      ,239.3080,34.7090,239.3120,34.6650,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2671750.8715,-4501172.8372,3625678.1202,-2672856.8499,-4503752.4244,3621657.3307,4894.8764,175.7044,239.3100,34.6870,239.3100,34.6870,-2672304.0577,-4502462.9623,3623667.9977,-2672304.0577,-4502462.9623,7.5000,239.3100,34.6870,27,38,-5.1403,0.0000,-0.6087,0.4980,0.0000,0.6161
cfma_hosgri_san_simeon_extrapolated_complete_trace_part25_s_2      ,239.2670,34.7970,239.3080,34.7090,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2672122.2170,-4494467.9442,3633713.2823,-2671750.8715,-4501172.8372,3625678.1202,10459.2850,158.9545,239.2875,34.7530,239.2875,34.7530,-2671937.4461,-4497821.8999,3629696.9436,-2671937.4461,-4497821.8999,7.5000,239.2875,34.7530,27,38,-4.7596,0.0000,-1.9320,0.4793,0.0000,0.6218
cfma_hosgri_san_simeon_extrapolated_complete_trace_part26_s_2      ,238.6810,35.7700,238.7140,35.7460,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2685483.1240,-4413546.0821,3721981.0362,-2683750.0591,-4416424.0401,3719816.6326,3999.7645,131.7315,238.6975,35.7580,238.6975,35.7580,-2684616.7240,-4414985.2770,3720899.0192,-2684616.7240,-4414985.2770,7.5000,238.6975,35.7580,27,38,-4.1910,0.0000,-1.8959,0.4557,0.0000,0.5903
cfma_hosgri_san_simeon_extrapolated_complete_trace_part27_s_2      ,238.6350,35.7940,238.6810,35.7700,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2688213.9720,-4410056.9962,3724144.7867,-2685483.1240,-4413546.0821,3721981.0362,4938.3911,122.6177,238.6580,35.7820,238.6580,35.7820,-2686848.7499,-4411801.8679,3723063.1925,-2686848.7499,-4411801.8679,7.5000,238.6580,35.7820,27,38,-3.8444,0.0000,-2.4575,0.4590,0.0000,0.5905
cfma_hosgri_san_simeon_extrapolated_complete_trace_part28_s_2      ,239.3120,34.6650,239.3130,34.6060,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2674680.1081,-4507003.8340,3616262.4658,-2672856.8499,-4503752.4244,3621657.3307,6545.7433,179.1971,239.3125,34.6355,239.3125,34.6355,-2673768.8312,-4505378.7226,3618960.3845,-2673768.8312,-4505378.7226,7.5000,239.3125,34.6355,27,38,-5.1704,0.0000,-0.3935,0.5047,0.0000,0.6183
cfma_hosgri_san_simeon_extrapolated_complete_trace_part2_s_2       ,238.4390,35.9700,238.4830,35.9300,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2697283.9571,-4391066.8765,3739992.2998,-2695275.3162,-4395361.7208,3736393.6857,5954.6005,138.1771,238.4610,35.9500,238.4610,35.9500,-2696279.9316,-4393214.7750,3738193.4049,-2696279.9316,-4393214.7750,7.5000,238.4610,35.9500,27,38,-4.3516,0.0000,-0.8821,0.4594,0.0000,0.6073
cfma_hosgri_san_simeon_extrapolated_complete_trace_part3_s_2       ,238.4830,35.9300,238.5060,35.8960,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2695275.3162,-4395361.7208,3736393.6857,-2694668.5101,-4398333.1580,3733333.4319,4306.0522,151.1692,238.4945,35.9130,238.4945,35.9130,-2694972.0673,-4396847.6890,3734863.7749,-2694972.0673,-4396847.6890,7.5000,238.4945,35.9130,27,38,-4.4499,0.0000,0.0298,0.4805,0.0000,0.5871
cfma_hosgri_san_simeon_extrapolated_complete_trace_part4_s_2       ,238.5060,35.8960,238.5470,35.8640,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2694668.5101,-4398333.1580,3733333.4319,-2692608.0155,-4402038.3315,3730451.9920,5129.7106,133.7899,238.5265,35.8800,238.5265,35.8800,-2693638.4815,-4400186.0987,3731893.0169,-2693638.4815,-4400186.0987,7.5000,238.5265,35.8800,27,38,-4.2439,0.0000,-1.3820,0.4567,0.0000,0.6027
cfma_hosgri_san_simeon_extrapolated_complete_trace_part5_s_2       ,238.5470,35.8640,238.5820,35.8370,90.0000,0,0,0,0,0,0,0,0,0,15.0000,1,0,0,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2692608.0155,-4402038.3315,3730451.9920,-2690834.5344,-4405182.0399,3728019.8719,4355.5840,133.4468,238.5645,35.8505,238.5645,35.8505,-2691721.4325,-4403610.4411,3729236.1516,-2691721.4325,-4403610.4411,7.5000,238.5645,35.8505,27,38,-4.2346,0.0000,-1.4910,0.4565,0.0000,0.5996
